,Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
49861,5cdd86d486b5c70e880d7095f53b40a23a77365d3d832882baa86a9acb7bd2cb,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.20363399999999998,51.517721,On or near St Lukes Mews,E01002830,Kensington and Chelsea 004B,Violence and sexual offences,Investigation complete; no suspect identified,
49862,6a7b9d9b53808199e5cfd21f3662898a6fdef96c9825a18598972434d310e7c2,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.203058,51.519546999999996,On or near Tavistock Road,E01002830,Kensington and Chelsea 004B,Violence and sexual offences,Awaiting court outcome,
49863,e4cc3f20b497340ebf2550c9a42a95409b533364659c83b2fab0693f205da47b,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.204904,51.516599,On or near Dunworth Mews,E01002830,Kensington and Chelsea 004B,Violence and sexual offences,Unable to prosecute suspect,
49864,e8d6b4e155903d2cea4d473b8a9463c30d37575aaded9b0b7e9990014b18471a,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.204904,51.516599,On or near Dunworth Mews,E01002830,Kensington and Chelsea 004B,Violence and sexual offences,Status update unavailable,
49916,c297a1783368b81e163a3bb89ec63ebf802ea3880b15531b58f873a1597ca5bf,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.209098,51.51696,On or near Lancaster Road,E01002831,Kensington and Chelsea 004C,Violence and sexual offences,Status update unavailable,
49917,a3b0d9f692aa76601b6fc562e119eeafec968a61f1eb4721a16fcf36ca685bab,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.211135,51.517216,On or near Ladbroke Grove,E01002831,Kensington and Chelsea 004C,Violence and sexual offences,Status update unavailable,
49918,e107e7b6f56f653109ea1a9cec4768305b488cfb52a943adee9a62e6481a5524,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.20629899999999998,51.517025,On or near Hayden'S Place,E01002831,Kensington and Chelsea 004C,Violence and sexual offences,Investigation complete; no suspect identified,
49919,d2bcf11afc0f13a0470ca97864166782ac8e2b66c78529fe5111e225f037ce89,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.20849600000000001,51.516501,On or near Elgin Mews,E01002831,Kensington and Chelsea 004C,Violence and sexual offences,Investigation complete; no suspect identified,
49969,0a64c3a83c3bf177b7fea5079b73470d1d884d1352d37f04436ea2607a9a7f1f,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.20078900000000002,51.515304,On or near Colville Mews,E01002832,Kensington and Chelsea 004D,Violence and sexual offences,Investigation complete; no suspect identified,
49970,0466c77c4d63979aa27354afd303f0a50f94a005d96b13005e400370cb105e65,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.20078900000000002,51.515304,On or near Colville Mews,E01002832,Kensington and Chelsea 004D,Violence and sexual offences,Unable to prosecute suspect,
49971,730072f96cc04786c1972e55f434b12619e3741f67555f58f49cb59503dc71b6,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.204031,51.513870000000004,On or near Vernon Yard,E01002832,Kensington and Chelsea 004D,Violence and sexual offences,Investigation complete; no suspect identified,
49972,45b02bc01f1e9dc25f3e78a5e83ba5f9e72c83029468c328ac8c08b27ab3b79e,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.20444600000000002,51.514462,On or near Shopping Area,E01002832,Kensington and Chelsea 004D,Violence and sexual offences,Unable to prosecute suspect,
49973,b949455814509718fadb5b5d5339fd8c85c0589ff7feea81b8effa371bde83d8,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.201977,51.514792,On or near Lonsdale Road,E01002832,Kensington and Chelsea 004D,Violence and sexual offences,Investigation complete; no suspect identified,
49974,d1c4293769639fbe07ad9e72f26ad278251291cf8544d9dd3dc0b013edb09b14,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.20444600000000002,51.514462,On or near Shopping Area,E01002832,Kensington and Chelsea 004D,Violence and sexual offences,Investigation complete; no suspect identified,
49975,664ea72108939b5d1ee927a4a20cbbba4a60e44499f0bf40fea7233ffb01abca,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.20444600000000002,51.514462,On or near Shopping Area,E01002832,Kensington and Chelsea 004D,Violence and sexual offences,Unable to prosecute suspect,
49976,77cec25bba4ffba3a178ff773ca6ca3bd91f79934ebc464ad5072c1ed8797447,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.201977,51.514792,On or near Lonsdale Road,E01002832,Kensington and Chelsea 004D,Violence and sexual offences,Status update unavailable,
49982,fb97ec616d67d702b9c6ffe23cd56952ab482d6a42c992a9cb54b8a5f8f53db5,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.209749,51.518004,On or near Thorpe Close,E01002856,Kensington and Chelsea 004E,Violence and sexual offences,Unable to prosecute suspect,
49983,cb91259c2cca4c274a8e92352918de7f25d5d153086b7d07996f02a625a7481f,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.209749,51.518004,On or near Thorpe Close,E01002856,Kensington and Chelsea 004E,Violence and sexual offences,Awaiting court outcome,
49984,ed0a4087fb5474363e34a5dae5159ad78d64bb407b489753a51e83e1686f9553,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.21011100000000002,51.521265,On or near Golborne Mews,E01002856,Kensington and Chelsea 004E,Violence and sexual offences,Investigation complete; no suspect identified,
49985,dcd3b16028dcdd282fa36aad4dd251541b45031f51e904cd5a8e766d8c9dde06,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.209749,51.518004,On or near Thorpe Close,E01002856,Kensington and Chelsea 004E,Violence and sexual offences,Investigation complete; no suspect identified,
49986,a5bfab5bbf7d0e54b4022dd603ea26632087f83e96a78ef98829420835bc8956,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.209749,51.518004,On or near Thorpe Close,E01002856,Kensington and Chelsea 004E,Violence and sexual offences,Status update unavailable,
50015,62ab4b93dca21f2deb2f04e720edb548fd84e758c73e463975222fdf9018b831,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.214405,51.510611,On or near Sirdar Road,E01002870,Kensington and Chelsea 005A,Violence and sexual offences,Status update unavailable,
50016,8dee9e73c41ea61b54e7c25ed53d0f144d1ba43f1d642ed5be52b703497bf590,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.215929,51.511075,On or near Stoneleigh Place,E01002870,Kensington and Chelsea 005A,Violence and sexual offences,Investigation complete; no suspect identified,
50017,66352e5be1a1fc8526ab8bc2e0853ff0983a378ed40c9f3f6050d9a51a505f13,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.215929,51.511075,On or near Stoneleigh Place,E01002870,Kensington and Chelsea 005A,Violence and sexual offences,Offender given a caution,
50018,7ea201c26876494e89b45407d1635d42f2852bb5d67c7635737df7246fec8d7a,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.215929,51.511075,On or near Stoneleigh Place,E01002870,Kensington and Chelsea 005A,Violence and sexual offences,Unable to prosecute suspect,
50019,4b19e5e31bb09ac2c2412459d69448de2955ed51d82811b6139f1b4df483b43d,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.217008,51.511856,On or near Ansleigh Place,E01002870,Kensington and Chelsea 005A,Violence and sexual offences,Unable to prosecute suspect,
50020,502f4183b5ceee2beac57c28d1c0cab2202fadda21fd59e01a37674c5ac525a9,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.216229,51.510054,On or near St Anns Road,E01002870,Kensington and Chelsea 005A,Violence and sexual offences,Action to be taken by another organisation,
50021,de7c60e49906dfb3d4426c84578fa20a58671f986fa9a2b0ab7510ee58fd001d,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.214405,51.510611,On or near Sirdar Road,E01002870,Kensington and Chelsea 005A,Violence and sexual offences,Unable to prosecute suspect,
50022,3fd301fda8c88f9e98c1c3bd0461bf0f1268592f160da9a8924a7770fbfe4d22,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.215929,51.511075,On or near Stoneleigh Place,E01002870,Kensington and Chelsea 005A,Violence and sexual offences,Unable to prosecute suspect,
50023,d96e1c25ac2c680b0362ec47af8a37542a3c103c0b82d806335bdf3af5534508,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.21787600000000001,51.511788,On or near Bramley Road,E01002870,Kensington and Chelsea 005A,Violence and sexual offences,Unable to prosecute suspect,
50024,62178fe07aeda8b8043bae2d86e6c6a96cd147d5a197ad98f6b868cad569358f,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.216462,51.510723,On or near Supermarket,E01002870,Kensington and Chelsea 005A,Violence and sexual offences,Unable to prosecute suspect,
50030,b71a7eb194e81c9035907664837b5a0c471bb3bb1a9f73bf6c4cc442a485070e,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.210826,51.508542,On or near Penzance Street,E01002872,Kensington and Chelsea 005B,Violence and sexual offences,Status update unavailable,
50038,1fa527b164dc3357bc1d9b50ac3fee966afc3dd4b973638afac589f12bb6f625,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.210715,51.515051,On or near Cornwall Crescent,E01002879,Kensington and Chelsea 005C,Violence and sexual offences,Unable to prosecute suspect,
50039,b2981aeaf5cda97b8c716149e41408b017f4aa058df21948a6de78139aa1a339,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.210715,51.515051,On or near Cornwall Crescent,E01002879,Kensington and Chelsea 005C,Violence and sexual offences,Unable to prosecute suspect,
50042,6bdd9be35bcf44cb146ef882f088231e7506a7db92265b09f34d5406135083e3,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.216545,51.512640000000005,On or near Whitchurch Road,E01002880,Kensington and Chelsea 005D,Violence and sexual offences,Unable to prosecute suspect,
50043,f39241e033d75a0be05e31a42bda9435e7a9906cce0c0293c9de8df7e42c081e,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.216545,51.512640000000005,On or near Whitchurch Road,E01002880,Kensington and Chelsea 005D,Violence and sexual offences,Investigation complete; no suspect identified,
50050,555a04aa55140bbf3c86d98e6e21592144d190ffea2cc5402592a99b2f109668,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.21314899999999998,51.512894,On or near Threshers Place,E01002881,Kensington and Chelsea 005E,Violence and sexual offences,Unable to prosecute suspect,
50051,f3e0f6094c6505fcaff7e8f0c00ad31b47fe0461e2c025d86515d1aa87d70291,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.21314899999999998,51.512894,On or near Threshers Place,E01002881,Kensington and Chelsea 005E,Violence and sexual offences,Unable to prosecute suspect,
50052,f3e0f6094c6505fcaff7e8f0c00ad31b47fe0461e2c025d86515d1aa87d70291,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.21314899999999998,51.512894,On or near Threshers Place,E01002881,Kensington and Chelsea 005E,Violence and sexual offences,Status update unavailable,
50053,5396b84c77eb7ab673d3a3c6acf0e8652a6a22e5d5e975ddd2248452b679609c,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.21310700000000002,51.511392,On or near Elgood Close,E01002881,Kensington and Chelsea 005E,Violence and sexual offences,Unable to prosecute suspect,
50054,fd9ee551da1d342b6c08e8178e412fe095d77e062f0728bdbb93a3ef9bc3eeab,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.212846,51.512152,On or near Runcorn Place,E01002881,Kensington and Chelsea 005E,Violence and sexual offences,Unable to prosecute suspect,
50055,5e2864c87933dac938157a1d7c88090b0d469e8d95aa0992cbb41a718fb6b1e0,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.212846,51.512152,On or near Runcorn Place,E01002881,Kensington and Chelsea 005E,Violence and sexual offences,Unable to prosecute suspect,
50056,cee09f3e789b65472ceb8a0c25705322da302e7d02b56f39eed0833d617b9e8b,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.21506399999999998,51.512932,On or near Grenfell Road,E01002881,Kensington and Chelsea 005E,Violence and sexual offences,Unable to prosecute suspect,
50057,29f108c7a64a9a6d38b9ea8b50ac2e0ea6b5fa58792e7374207d833540efee4a,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.21506399999999998,51.512932,On or near Grenfell Road,E01002881,Kensington and Chelsea 005E,Violence and sexual offences,Unable to prosecute suspect,
50076,d59d2b2eb07d2c6d9a0f5a829bfb203ab9a0b73f720b0a83e35f65220669354f,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.202354,51.512909,On or near Denbigh Terrace,E01002882,Kensington and Chelsea 006A,Violence and sexual offences,Unable to prosecute suspect,
50077,5e6bd515c8478e985f0cf8a498e131ccfa43916e9cab0766c51fb3b6927a076e,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.201826,51.512775,On or near Denbigh Close,E01002882,Kensington and Chelsea 006A,Violence and sexual offences,Investigation complete; no suspect identified,
50078,edc150057974acc6e91eee3ac926dbf469ffe59463ea14ca252198b5820dbec0,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.203075,51.511435999999996,On or near Kensington Park Gardens,E01002882,Kensington and Chelsea 006A,Violence and sexual offences,Unable to prosecute suspect,
50079,9b53b98b5344fe6baae999a86ad74da9a494286be9072106e686d66da39fb668,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.203075,51.511435999999996,On or near Kensington Park Gardens,E01002882,Kensington and Chelsea 006A,Violence and sexual offences,Unable to prosecute suspect,
50093,6dfcf737d69609faef8334d2bfc12abdab822c75b544fcd29f3a91e6433ddcd2,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.199802,51.509282,On or near Victoria Mews,E01002883,Kensington and Chelsea 006B,Violence and sexual offences,Investigation complete; no suspect identified,
50154,e3a06a87e139a8835286db3030c66dde439a08d6a255a9c447eb5c309ebf04f6,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.197729,51.509592,On or near Bulmer Mews,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Unable to prosecute suspect,
50155,3db03ffbb92b68592f2b58a14276cae98a51eaf2ef4997d56c2bdd3969f02a27,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.195351,51.50996,On or near Linden Mews,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Investigation complete; no suspect identified,
50156,8c2863471eaba252603578ab137364af6433273273a41cd3111aff19b698c769,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.197729,51.509592,On or near Bulmer Mews,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Awaiting court outcome,
50157,881882105fcdf709112005bbae2ab27b040c9a05b2906c7894789b8b29ade282,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.199075,51.511986,On or near Pembridge Crescent,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Status update unavailable,
50158,065bc004201b14416907590721dd4fad7787a873401047f3956670f9d9534e05,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.195351,51.50996,On or near Linden Mews,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Unable to prosecute suspect,
50159,1b046ae8add181d1f9bd56c3792e598f06acd651253a0d3fa24eda1cbbea7bd2,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.197729,51.509592,On or near Bulmer Mews,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Unable to prosecute suspect,
50160,881882105fcdf709112005bbae2ab27b040c9a05b2906c7894789b8b29ade282,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.199075,51.511986,On or near Pembridge Crescent,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Status update unavailable,
50161,d7e55d1c3f2f3e0a027c10a1f47bcbc33da0291f72a2bc7febf2b00b60778125,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.195377,51.511849,On or near Pembridge Square,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Unable to prosecute suspect,
50162,d4367353dbddf27ff3d7dd2572d96e5a918b24b554ed69ecdef159c422ef7a14,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.196695,51.510232,On or near Pembridge Gardens,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Investigation complete; no suspect identified,
50174,3937380825560eb87a364abe30a6dc1a239d4e53e9e0a0e9248faf2d45a0bb27,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.194406,51.510161,On or near Linden Gardens,E01002885,Kensington and Chelsea 006D,Violence and sexual offences,Unable to prosecute suspect,
50193,3d9c2927c0fc548869db9e439e783021c893ea8b89f6ee03c9d7ea2874552a40,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.19506400000000002,51.515018,On or near Pembridge Villas,E01002886,Kensington and Chelsea 006E,Violence and sexual offences,Investigation complete; no suspect identified,
50194,3b36c8667cdb2db318fd23c2b7ae5da263c28bd954cbe72b3bbd99f763b8c00b,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.198261,51.512909,On or near Chepstow Crescent,E01002886,Kensington and Chelsea 006E,Violence and sexual offences,Unable to prosecute suspect,
50195,54a0992e704d5af90073122cc0041dc5f95f3da53f0eb4e625d1b7d3b4e92062,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.20002999999999999,51.514105,On or near Lambton Place,E01002886,Kensington and Chelsea 006E,Violence and sexual offences,Status update unavailable,
50196,ba13d8b0f1066ca8cf21c0e47adf93674ea461ecc1eeadca8422bebb3c3a9d20,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.197624,51.514437,On or near Westbourne Grove Mews,E01002886,Kensington and Chelsea 006E,Violence and sexual offences,Status update unavailable,
50229,54069461be402543fc67df7f63d7a9bea466528ccd737d7458756adb1a726292,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.203843,51.515351,On or near Colville Square,E01002833,Kensington and Chelsea 007A,Violence and sexual offences,Unable to prosecute suspect,
50230,2a2ec989c0d459f2065501d7647d75e2671a3166f03de72bd700bb0d7f31126b,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.20528000000000002,51.5129,On or near Ladbroke Gardens,E01002833,Kensington and Chelsea 007A,Violence and sexual offences,Investigation complete; no suspect identified,
50231,a3915d177a4c8dbf5e18542d8b3495dbd521d8c2c5895d2156686ccdf02368b9,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.206081,51.51525,On or near Kensington Park Mews,E01002833,Kensington and Chelsea 007A,Violence and sexual offences,Unable to prosecute suspect,
50232,20c2819ca82fd4b09b56bcbd9c825e30d5ed89ccc4d6dbf989597412e167de06,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.20405299999999998,51.516253000000006,On or near Colville Houses,E01002833,Kensington and Chelsea 007A,Violence and sexual offences,Unable to prosecute suspect,
50233,0a46544ed7cbeace398768f7a213e5a30a161cfd595d0b5a72b921a747ce0e40,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.203843,51.515351,On or near Colville Square,E01002833,Kensington and Chelsea 007A,Violence and sexual offences,Unable to prosecute suspect,
50234,e2858bef7b52fafac12b25ac8fe981d6bd6646438c2f9676a2000d0c05bad3a1,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.203843,51.515351,On or near Colville Square,E01002833,Kensington and Chelsea 007A,Violence and sexual offences,Unable to prosecute suspect,
50235,8338bc620197c0013dcfc802d0dad3fe2278b9d42ddb38cd16fa453f16692ea5,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.206081,51.51525,On or near Kensington Park Mews,E01002833,Kensington and Chelsea 007A,Violence and sexual offences,Investigation complete; no suspect identified,
50247,8c15f2442f949c960097148d46c3695654b95355d8db47550584114ead13a800,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.208914,51.506948,On or near Prince'S Yard,E01002871,Kensington and Chelsea 007B,Violence and sexual offences,Offender given a caution,
50248,8c15f2442f949c960097148d46c3695654b95355d8db47550584114ead13a800,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.208914,51.506948,On or near Prince'S Yard,E01002871,Kensington and Chelsea 007B,Violence and sexual offences,Offender given a caution,
50258,4f30fd207776c053d64a92859de128041951057171aedca821d49802c648648f,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.21713600000000002,51.505995,On or near Kingsdale Gardens,E01002873,Kensington and Chelsea 007C,Violence and sexual offences,Unable to prosecute suspect,
50259,0aab73a93ed30e0e4f7470f1c0e5131c6f6cf97bc8abc2d16d2c5346a7c25448,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.21368800000000002,51.509053,On or near Wilsham Street,E01002873,Kensington and Chelsea 007C,Violence and sexual offences,Unable to prosecute suspect,
50260,9e56a1a528ec9f8bf4152ac80e2d95654cf731817759cb2b559666fae65d127b,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.211923,51.506284,On or near Taverners Close,E01002873,Kensington and Chelsea 007C,Violence and sexual offences,Investigation complete; no suspect identified,
50274,08ae6238ace08c42df7ac19d0f83fa3f7a4661c5b070131221ed265918818928,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.20894899999999997,51.515977,On or near Ladbroke Grove,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Unable to prosecute suspect,
50275,35a9c1d3adfc059882a915eeedff14a82a92561b8470ccd0450a826fd29b5573,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.208596,51.515073,On or near Blenheim Crescent,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Unable to prosecute suspect,
50276,27fe5b7997b38db1d791e71c989a306cb9a6a408f8ed8dbe721791651500a694,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.210135,51.514772,On or near Dale Row,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Unable to prosecute suspect,
50281,eaf6bbbf3725e15ff37d41c9c389e03c994c2448da2b8a34ed2a84c4179b70a9,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.205842,51.510337,On or near St Johns Gardens,E01002875,Kensington and Chelsea 007E,Violence and sexual offences,Unable to prosecute suspect,
50291,bacd65c291be6322f16c1405c49ec4d56b0e528f65dc7656eb6a7ebfdd8e03fa,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.194224,51.505662,On or near Kensington Church Street,E01002824,Kensington and Chelsea 008A,Violence and sexual offences,Status update unavailable,
50301,e3e8e1df688777b70c320ebcd47462c552edec229de602169cd8521034ff9e7c,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.200441,51.502934,On or near Sheldrake Place,E01002825,Kensington and Chelsea 008B,Violence and sexual offences,Investigation complete; no suspect identified,
50302,2414ca5d8627e5389c53c65e8570a745f2f65630127461a9d231263823f3371c,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.19914300000000001,51.504416,On or near Campden Hill,E01002825,Kensington and Chelsea 008B,Violence and sexual offences,Unable to prosecute suspect,
50303,2edef43ee8f66e1b1932fb44e0d4a908812b688a4dfa452ed06007c7e5bd93b8,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.19914300000000001,51.504416,On or near Campden Hill,E01002825,Kensington and Chelsea 008B,Violence and sexual offences,Investigation complete; no suspect identified,
50375,f4019b224f967fe78a5e241ed1eb8cb8a7855e9fba7a021e31bc992257dfbdc1,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.19329000000000002,51.501591999999995,On or near Hornton Place,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Unable to prosecute suspect,
50376,a53f329327a807c39d6abf48ff9e11e488ac282cab16d9b6b6ae8ed709192e43,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.192625,51.502373,On or near Kensington Church Walk,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Unable to prosecute suspect,
50377,43374400b71a0c042a1e692771efc815de46604d323073af3a68797b7ed4e2ef,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.19056800000000002,51.502646999999996,On or near Old Court Place,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Status update unavailable,
50378,1d190164ef03566ba9809360668279574e90425c81efad46eaa2cad492f14471,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.19056800000000002,51.502646999999996,On or near Old Court Place,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Unable to prosecute suspect,
50379,1904acc48e69cab3c626415742342cb2ae4e48efb575d3dbb2cea3f3b06076ae,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.19329000000000002,51.501591999999995,On or near Hornton Place,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Unable to prosecute suspect,
50380,3c41e8dc5a4616b9ee85050ac621f4711b99e8b51d6feb007ef1b6ee30faff0e,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.19056800000000002,51.502646999999996,On or near Old Court Place,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Status update unavailable,
50381,338b15a4b2154dd0f6c02c281be06cf868dd91aef4bebb0e99ad994beb1ddde3,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.19329000000000002,51.501591999999995,On or near Hornton Place,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Investigation complete; no suspect identified,
50382,3c41e8dc5a4616b9ee85050ac621f4711b99e8b51d6feb007ef1b6ee30faff0e,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.19056800000000002,51.502646999999996,On or near Old Court Place,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Status update unavailable,
50383,857307ead0fe88b8a1e81c96d570d6cc89ff1fde0448218b1f58e3e0a7b321f6,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.19329000000000002,51.501591999999995,On or near Hornton Place,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Unable to prosecute suspect,
50384,a330f1ddd50b9f816df393436586741a991fada3d4ceee543dcae9a2e6bf0751,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.18854200000000002,51.504315000000005,On or near Palace Avenue,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Investigation complete; no suspect identified,
50385,6037d6d72b9df9416d037719f350e7cc203603c614c614aa92ea219118e64c97,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.19329000000000002,51.501591999999995,On or near Hornton Place,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Unable to prosecute suspect,
50386,f4019b224f967fe78a5e241ed1eb8cb8a7855e9fba7a021e31bc992257dfbdc1,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.19329000000000002,51.501591999999995,On or near Hornton Place,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Status update unavailable,
50404,f1b7c5b2990140dc51b547403388d40eeb357987b375a205477b4c7433c77465,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.194681,51.509040999999996,On or near West Mall,E01002827,Kensington and Chelsea 008D,Violence and sexual offences,Unable to prosecute suspect,
50405,524396afaadc79ed490687899616c781aed7886296947e982f5c501f642fbbb0,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.197134,51.507496,On or near Kensington Place,E01002827,Kensington and Chelsea 008D,Violence and sexual offences,Unable to prosecute suspect,
50406,07fe3c37ddeef117b7e066fc16b3abd3c5b0b03499c51f2262cf7e756d8becf6,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.194613,51.508564,On or near Rabbit Row,E01002827,Kensington and Chelsea 008D,Violence and sexual offences,Unable to prosecute suspect,
50407,f1b7c5b2990140dc51b547403388d40eeb357987b375a205477b4c7433c77465,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.194681,51.509040999999996,On or near West Mall,E01002827,Kensington and Chelsea 008D,Violence and sexual offences,Unable to prosecute suspect,
50408,84868e13933bd1813eae85da1faf42925751db3dcb70bf6c69c0f45c415c2214,2024-02,Metropolitan Police Service,Metropolitan Police Service,-0.192899,51.508177,On or near Palace Gardens Mews,E01002827,Kensington and Chelsea 008D,Violence and sexual offences,Status update unavailable,
